consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
"[Pencil sketch of hills/mountains, possibly beside a river; some pencil shading, and the outlines have been inked over]",1,-0.6240000000000236,3,false,"","",false,1,1,3,334.2903412295197,947.3408917200879,1360.3158743516594,1313.4286422726082
[unclear]2 0.[/unclear] 8.,2,-0.6240000000000236,3,false,"","",false,1,2,3,703.527249136901,1017.6717398386652,148.28087815727258,150.62523752546775
2.29,3,-0.6240000000000236,3,false,"","",false,1,2,4,778.5468383494431,1001.2611907249375,210.40646289777322,197.5124696045192
{7},4,-0.6240000000000236,3,true,"",E_L_Bird,false,1,1,3,104.54287721307816,146.74139055573937,1376.7263340350892,1380.242912213137
