consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
355,1,-0.09500000000002728,3,false,"","",false,1,2,3,933.4724966226418,994.7925674662486,74.48321100389904,74.48308569091492
Bar[superscript]r[/superscript]. 30.16 Ther. 64[superscript]o[/superscript],2,-0.09500000000002728,3,false,"","",false,1,1,3,604.9719440520547,1032.0225537892318,98.57317021153904,117.18822602952253
[deletion]2[/deletion],3,-0.09500000000002728,3,false,"","",false,1,1,3,273.7135341893403,332.9881818177381,136.20155613143834,129.71838602670192
10 grs Iron Turnings,4,-0.09500000000002728,3,false,"","",false,1,1,3,301.49851864069524,749.7629485880623,184.36216758277249,192.69767705035287
retort filled with dilu[superscript]d[/superscript] Sulph[superscript]c[/superscript].,5,-0.09500000000002728,3,false,"","",false,1,1,3,362.62550563193696,1030.3913198110952,227.8919836226488,247.34149393685817
30 grs White oxide of Arsenic,6,-0.09500000000002728,3,false,"","",false,1,1,3,221.46109186796969,780.8654949511913,997.3561877473943,996.4300533964071
Treated with Nitrous Acid heat.,7,-0.09500000000002728,3.6,true,"",E_L_Bird,false,1,1,4,272.40023002878706,903.1193982728053,1045.5168345291631,1052.0000046338996
Barom[superscript]r[/superscript]. 30.07. Ther. 6[unclear]3[/unclear][superscript]o[/superscript],8,-0.09500000000002728,3,false,"","",false,1,1,3,450.23693983306805,981.010804549024,1248.6601620701563,1261.703745236927
2 grs of mercury,9,-0.09500000000002728,3,false,"","",false,1,1,3,254.42714177389337,622.8590756330403,1315.3255272837057,1316.1281989607999
5 2/10 & 1/2,10,-0.09500000000002728,3,false,"","",false,1,1,3,105.69054348504356,306.36117151193093,1397.2622897184642,1393.2488618479724
[underline]2 1/10[/underline] rem[superscript]g[/superscript].,11,-0.09500000000002728,3,false,"","",false,1,1,3,107.09523216866468,299.73902359201116,1444.4198758223172,1440.4065053641527
Entered,12,-0.09500000000002728,3,false,"","",false,1,1,3,245.2483217175542,392.74124097229344,1492.7094095612745,1490.7026764885863
1 Cub. In Entered after being heated & cooled,13,-0.09500000000002728,3,false,"","",false,1,1,3,124.84598317630653,978.6994901207586,1582.0078543431935,1578.9977643028822
