consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
297,1,-2.886000000000024,3,false,"","",false,1,2,3,932.2941284179688,1015.3647022247314,82.0305438041687,84.10730814933777
If 328. 1000. . 307,2,-2.886000000000024,3,false,"","",false,1,1,3,349.76172959804535,835.7245863676071,659.3710494041443,661.4478137493134
328 / 3070 ( 935[deletion]06[/deletion]9,3,-2.886000000000024,3,false,"","",false,1,1,3,365.33746218681335,858.5689941644669,735.1729480028152,752.8254449367523
[underline]2952[/underline],4,-2.886000000000024,3,false,"","",false,1,1,3,494.7560893893242,703.0153266191483,784.43330514431,791.5699145197868
1180,5,-2.886000000000024,3,false,"","",false,1,1,3,507.7317427992821,676.4152371287346,835.6871361136436,835.6871361136436
[underline]984[/underline],6,-2.886000000000024,3,false,"","",false,1,1,3,503.8390467762947,706.9080226421356,881.7507057189941,879.1555750370026
1960,7,-2.886000000000024,3,false,"","",false,1,1,3,554.4440950751305,704.312891960144,921.3264486193657,914.1898392438889
[underline]1640[/underline] [deletion][unclear]x[/unclear][/deletion],8,-2.886000000000024,1.5,true,deehar,E_L_Bird,true,1,1,3,546.0099203586578,690.6884558796883,960.9021915197372,945.3314074277878
3200.[deletion][unclear]x[/unclear][/deletion],9,-2.886000000000024,1,true,"",E_L_Bird,true,1,1,3,581.0441845655441,762.0545496344566,997.2339798212051,988.1510224342346
[deletion][underline]7968[/underline][/deletion],10,-2.886000000000024,2,false,"","",true,1,1,3,601.1564473509789,775.6789857149124,1038.7560707330704,1017.3462426066399
320,11,-2.886000000000024,2,false,"","",true,1,1,3,675.7664544582367,782.1668124198914,1056.9219855070114,1058.2195508480072
[underline]2952[/underline],12,-2.886000000000024,2,false,"","",true,1,1,3,584.2880979180336,743.2398521900177,1099.7416417598724,1084.170857667923
. 2480,13,-2.886000000000024,3,false,"","",false,1,1,3,597.9125339984894,745.1862002015114,1127.639296591282,1119.8539045453072
If 328. 10000 . 313.,14,-2.886000000000024,3,false,"","",false,1,1,3,173.70150703191757,695.7160113453865,1345.5992848277092,1340.011973619461
[underline]313[/underline],15,-2.886000000000024,3,false,"","",false,1,1,3,419.54320019483566,557.6296057701111,1366.3521550297737,1363.1594057679176
30000,16,-2.886000000000024,3,false,"","",false,1,1,3,408.3685777783394,543.2622340917587,1392.6923364400864,1389.4995871782303
10000,17,-2.886000000000024,3,false,"","",false,1,1,3,377.2392724752426,511.33474147319794,1411.8488320112228,1404.6651461720467
[underline]30000[/underline],18,-2.886000000000024,3,false,"","",false,1,1,3,343.7154052257538,540.8676721453667,1435.7944514751434,1429.4089529514313
328) 3150000 | 9542,19,-2.886000000000024,3,false,"","",false,1,1,3,268.6857975721359,661.3939567804337,1470.1164724826813,1467.7219105362892
[underline]2952[/underline],20,-2.886000000000024,3,false,"","",false,1,1,3,343.7154052257538,465.0398771762848,1492.4657173156738,1486.0802187919617
. 1780,21,-2.886000000000024,3,false,"","",false,1,1,3,350.89909106492996,470.62718838453293,1517.2095240950584,1507.6312763094902
[underline]1640[/underline],22,-2.886000000000024,3,false,"","",false,1,1,3,357.5299948453903,494.8182131052017,1543.5011781454086,1531.5283684134483
. 1400,23,-2.886000000000024,3,false,"","",false,1,1,3,375.09011578559875,495.61640042066574,1567.4467976093292,1549.0884893536568
[underline]1312[/underline],24,-2.886000000000024,3,false,"","",false,1,1,3,382.27380162477493,516.3692706227303,1592.1906043887138,1570.6395468711853
. 880,25,-2.886000000000024,3,false,"","",false,1,1,3,401.4302971959114,510.7819594144821,1605.7597887516022,1599.37429022789
[underline]656[/underline],26,-2.886000000000024,2,false,"","",true,1,1,3,422.98135471343994,532.3330169320107,1638.485468685627,1627.3108462691307
[deletion]224[/deletion],27,-2.886000000000024,1,true,"",E_L_Bird,true,1,1,3,442.9148626923561,515.5785217881203,1662.7210210561752,1652.340498328209
[Horizontal rule],28,90.995,1,true,"",E_L_Bird,true,1,1,2,283.39256924390793,286.58531850576406,92.32002472877502,475.4499361515045
[underline]300 grains of 5. -[/underline],29,90.995,3.8,true,"",E_L_Bird,false,1,1,4,206.76658695936206,210.75752353668216,106.68739640712738,464.27531373500824
[Horizontal rule],30,90.995,1,true,"",E_L_Bird,true,1,2,2,277.80525803565985,269.82338488101965,564.8469154834747,784.3484272360802
[underline]250 of 13[/underline],31,90.995,3,false,"","",false,1,2,3,223.5285205841065,213.15208548307425,576.021537899971,773.1738048195839
